host_id,host_name,host_since,host_response_rate,host_acceptance_rate,host_is_superhost
2835555,Moni & Nicolai,2012-07-05,0.8,0.25,f
5586858,Eva,2013-03-23,0.96,1,f
8330667,Jorinde,2013-08-22,1,,f
247625,Nicky,2010-09-28,0.08,0.95,f
8212847,Dante,2013-08-17,0.78,,f
5004452,Ilona,2013-02-07,0.67,1,f
1202899,Vincent,2011-09-24,0.95,0.85,f
4720186,Roland,2013-01-16,1,0.5,f
7110955,UrbanCampsiteAmsterdam,2013-06-25,0.95,1,f
7110955,UrbanCampsiteAmsterdam,2013-06-25,0.95,1,f
32243933,Gijs,2015-04-30,1,1,f
25745744,Jolanda,2015-01-07,0.99,0.94,f
32243933,Gijs,2015-04-30,1,1,f
35128531,Kelvin,2015-06-06,0.96,1,f
5224853,Meike & Marc,2013-02-25,0.8,0.83,f
17787167,I-Lly,2014-07-07,0.9,1,f
7110955,UrbanCampsiteAmsterdam,2013-06-25,0.95,1,f
4801449,Patricia,2013-01-22,1,,f
6332901,Natacha,2013-05-11,,,f
8183443,Marco,2013-08-15,1,,f
36596716,Arjan,2015-06-24,1,0,f
410152,Derk,2011-02-25,1,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
22272559,Dianne,2014-10-08,1,,f
1614132,Olga,2012-01-16,1,1,f
40925372,Bjorn,2015-08-09,1,1,f
1759884,Ivan,2012-02-16,0.76,0.92,f
5033331,Dianne,2013-02-10,0.5,1,f
20176538,Geniva,2014-08-17,1,,f
39445878,Rianne,2015-07-24,1,1,f
33305497,Ghislaine,2015-05-13,,,f
25252718,JoAnne,2014-12-27,1,1,f
4301128,Sylvia,2012-12-02,1,0.91,f
7110955,UrbanCampsiteAmsterdam,2013-06-25,0.95,1,f
5813322,Harold,2013-04-07,1,0.91,t
1829492,Fred,2012-02-29,0.91,0.91,f
4139821,David,2012-11-13,0.84,0.9,f
5796250,Remco,2013-04-06,0.89,0.78,f
13633315,Flavia,2014-03-28,1,1,f
26401097,Cees&Co,2015-01-20,1,0.83,f
37646586,Louisa,2015-07-06,1,1,f
16942724,Anela,2014-06-18,0.94,0.88,f
11291814,Marsel,2014-01-14,1,1,t
4520552,Simone,2012-12-29,1,0.81,f
39578586,Mark,2015-07-26,1,1,f
25635237,Simone,2015-01-05,1,,f
26254705,Marjolein,2015-01-17,1,0.86,f
1477248,Diederik,2011-12-06,0.92,0.76,f
16079438,Tara,2014-05-28,1,0.8,f
35215385,Paul,2015-06-07,1,0.82,f
27628931,Vic,2015-02-12,0.72,0.92,f
2321097,Jim,2012-05-08,0.93,0.95,f
1855417,Olga & Maarten,2012-03-04,0.57,0.86,f
4978942,Rebecca,2013-02-05,0.99,0.94,f
3327797,Myra,2012-08-21,1,0.18,f
5859117,Marcel,2013-04-10,1,0.83,t
30118557,Rowan,2015-03-27,1,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
5488056,Antonio,2013-03-16,0.94,1,f
10015905,Niels,2013-11-14,1,0.93,f
23965212,Juriaan & Rianne,2014-11-20,1,0.71,f
13818835,Yasmina,2014-04-02,0.65,0.69,f
322571,Elliot,2010-12-19,1,1,f
9287585,Raul,2013-10-07,0.9,0.94,f
9807043,Ellen,2013-11-04,1,0.5,f
3529778,Gijs,2012-09-10,0.96,0.97,f
17936910,Marca,2014-07-10,0.5,0,f
19042318,Pepelu,2014-07-28,0.7,0.84,f
39691941,Ccile,2015-07-27,,,f
907330,Sharon,2011-08-02,1,1,f
34267269,Anneloes,2015-05-26,0.93,0.92,f
22504763,Vanda,2014-10-13,0.89,0.71,t
3978575,Dymme,2012-10-26,0.9,0.78,f
20758523,Maria Netti,2014-08-31,1,1,f
34161690,Your,2015-05-25,1,,f
8665179,Anne Marion,2013-09-06,1,1,t
24779258,David,2014-12-12,,,f
20355773,Tara,2014-08-21,0.8,1,f
4356084,Cornelis,2012-12-08,1,1,f
5545592,Lotje,2013-03-20,1,0.81,f
12025422,Novella,2014-02-07,0.61,0.65,f
3839770,Freddie,2012-10-11,1,1,f
22038053,Christian,2014-10-02,0.81,1,f
35988594,Karim,2015-06-16,1,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
17256020,Paquito,2014-06-25,1,0.81,f
26285744,Carlo,2015-01-18,0.95,1,f
15991513,Michel,2014-05-26,1,1,f
11305798,Arthur,2014-01-14,1,0.67,f
6507558,Jo,2013-05-21,1,0.75,f
21725610,Hadewych,2014-09-24,0.93,1,t
26036181,Jesse,2015-01-13,0.83,0.71,t
33806237,Frank,2015-05-20,0.86,0.33,f
5115647,Jonas,2013-02-17,1,0.33,f
24455880,Zsuzsanna,2014-12-03,0.73,0.47,f
9957140,Max,2013-11-12,0.99,0.61,t
18793498,Irene,2014-07-24,0.03,1,f
35444365,Martin,2015-06-10,0.9,0.88,f
10467490,Dave,2013-12-06,0.94,0.82,f
4555726,Valy,2013-01-02,0.78,1,f
12378207,Tom,2014-02-19,0.93,0.84,f
17991957,Jane,2014-07-12,1,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
31907721,Leontine,2015-04-25,0.9,1,f
3673633,Marigai,2012-09-25,0.91,0.91,f
4699165,Amanda,2013-01-14,0.83,1,f
8300496,Mario,2013-08-21,1,0.93,f
436145,Riks,2011-03-11,1,1,f
276068,The One Roomed Guesthouse-BB,2010-11-01,0.79,1,f
29050362,Cees,2015-03-09,1,0.93,t
7835036,Edward,2013-07-30,0.88,1,f
2478028,Evelina,2012-05-27,,,f
33271212,Anouk,2015-05-13,0.98,0.84,f
517215,Beheer Mijn Huis,2011-04-18,1,0.95,f
41614333,Thomas,2015-08-16,0.78,1,f
5488056,Antonio,2013-03-16,0.94,1,f
33268360,Helen,2015-05-13,0.96,1,f
11320911,Claus,2014-01-15,,,f
5796250,Remco,2013-04-06,0.89,0.78,f
2028878,City Centre,2012-03-29,0.94,0.85,f
41609867,Isabella And Joe,2015-08-16,1,1,f
23045303,Sharco,2014-10-27,1,0.92,f
17834634,Louis Nicola,2014-07-08,0.9,1,f
124245,Edwin,2010-05-13,1,0.91,f
17256020,Paquito,2014-06-25,1,0.81,f
21681447,Emma,2014-09-23,0.83,1,f
6269922,Lneke,2013-05-07,1,1,t
7438369,Tessa En Chris,2013-07-12,1,1,f
1294098,Fernando,2011-10-15,1,0.92,f
10357130,Lise + Jelle,2013-12-01,1,0.99,f
31734565,Elze,2015-04-22,1,0.82,f
30046218,Mimi,2015-03-26,0.93,1,f
8558897,Alexander,2013-09-01,1,1,f
540087,Michelle,2011-04-27,0.8,1,f
29116854,Y,2015-03-10,1,1,f
3327797,Myra,2012-08-21,1,0.18,f
2132460,Michiel,2012-04-13,0.77,1,t
4022291,Sophie,2012-10-31,0.9,0.88,f
7799287,Stieneke,2013-07-29,0.9,0.67,f
39406042,Ilona,2015-07-24,0.56,1,f
9139235,Gijsbert,2013-09-30,0.94,0.97,f
4108308,Boukje,2012-11-10,0.9,1,f
17340417,Bruno,2014-06-27,1,1,f
124912,Samy,2010-05-14,1,1,f
6640722,Remco And Jody,2013-05-29,1,,t
7051971,Yan,2013-06-22,1,1,t
4978942,Rebecca,2013-02-05,0.99,0.94,f
2411599,Saurabh,2012-05-19,1,1,f
22574219,Fedorovici,2014-10-15,1,0.6,f
4313674,Paola,2012-12-03,0.89,0.75,f
9957140,Max,2013-11-12,0.99,0.61,t
2243649,Martin & Smadar,2012-04-28,1,0.89,f
6484681,Sander,2013-05-20,1,1,f
3170930,Marleen,2012-08-06,0.94,1,f
11313169,Rene,2014-01-14,,,f
22858016,Carmen,2014-10-22,0.97,0.83,f
28846877,Darja,2015-03-06,0.8,0.5,f
34756737,Bloembed,2015-06-01,1,0.75,f
13623665,Arun,2014-03-28,,1,f
329249,Emmett,2010-12-28,1,1,f
10401747,Maartje,2013-12-03,1,1,t
42212,Miguel,2009-09-29,1,0.78,f
3961310,Anne,2012-10-24,0.56,1,f
7844122,Dick,2013-07-31,1,1,f
4056090,Jeroen,2012-11-04,1,0.94,f
26899130,Steven,2015-01-29,0.78,0.97,f
42254487,Rivaldo,2015-08-23,,,f
22916258,Barry,2014-10-24,1,1,f
722128,Karel,2011-06-20,1,1,f
278253,Marcel,2010-11-04,1,0.94,f
3839770,Freddie,2012-10-11,1,1,f
5623111,Wieke & Caspar,2013-03-25,1,1,f
329249,Emmett,2010-12-28,1,1,f
1135329,Amsterdam Boutique Apartments,2011-09-09,1,,f
34048596,Annemarie & Patrick,2015-05-23,1,0.6,f
10852032,Gerrit,2013-12-27,1,1,f
2313040,Willem,2012-05-07,1,1,f
2313061,Marcel,2012-05-07,1,1,f
36370692,Jibril,2015-06-21,1,1,f
1316362,Simon,2011-10-20,0.9,0.92,f
29882266,Patryk,2015-03-23,1,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
127233,Ingeborg,2010-05-18,1,0.84,f
9267864,Betsy,2013-10-06,1,0.67,f
8558897,Alexander,2013-09-01,1,1,f
1435514,Anke,2011-11-23,1,,f
336950,Manuel,2011-01-06,0.97,0.76,f
19486655,Sjoerd,2014-08-05,0.97,0.73,f
10156487,Ralf,2013-11-20,0.7,0.75,f
1200117,Ian,2011-09-23,0.9,1,f
16622153,Leon,2014-06-10,1,1,t
29979215,Vicky,2015-03-25,0.86,1,f
12579576,Peper,2014-02-25,1,1,f
13213532,Castrum Peregrini,2014-03-17,1,0.97,t
33632679,Eleonora,2015-05-18,0.9,0.92,f
39406374,S,2015-07-24,1,0.83,f
5692062,Erik,2013-03-30,1,1,f
106225,Jeff,2010-04-10,1,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
10248437,Ivan,2013-11-25,1,1,f
5723775,Sebastian,2013-04-01,0.8,0.5,f
4917532,Nathalie,2013-01-31,1,1,f
30118557,Rowan,2015-03-27,1,1,f
12443728,Xander,2014-02-21,1,0.75,f
29933147,Waterworld,2015-03-24,1,0.99,f
77484,Annelies,2010-02-04,1,0.99,f
11001794,Erik & Ernestine,2014-01-03,1,1,f
25745744,Jolanda,2015-01-07,0.99,0.94,f
12679676,Thomas And Chaja,2014-02-28,0.75,0.88,f
17139391,Matthieu,2014-06-23,1,1,f
34810579,Brechtje,2015-06-02,1,0.5,f
43200509,Bert,2015-09-02,,,f
5021556,Farnoosh,2013-02-09,1,0,f
1464510,Michiel,2011-12-02,0.96,0.99,f
15705976,Rianne,2014-05-19,,,t
13799832,Jochem,2014-04-02,0.9,0.57,f
5285954,Caitie,2013-03-02,0.8,0.95,f
7244849,Imke,2013-07-02,,,f
5461945,Stefan,2013-03-14,1,0.77,f
36394534,Sint,2015-06-22,0.9,1,f
29616263,Dennis,2015-03-19,1,0.81,f
7047987,Stefanie & Ansgar,2013-06-22,1,1,f
5313082,Maartje,2013-03-04,1,1,f
13374696,Laurent,2014-03-21,0.75,0.96,f
5346424,Raymond,2013-03-06,1,1,f
1614589,Tim,2015-07-06,1,1,f
2028878,City Centre,2012-03-29,0.94,0.85,f
3989657,Matt & Mell,2012-10-27,1,0.88,f
1487971,Hanneke,2011-12-09,1,1,f
42361509,Maarten,2015-08-24,1,1,f
276068,The One Roomed Guesthouse-BB,2010-11-01,0.79,1,f
3788898,Yvon,2012-10-07,1,1,f
14183886,Si Si Claro Amsterdam,2014-04-12,0.96,0.98,f
746739,Dominique,2011-06-26,0.9,0.78,f
6713602,Bernadette,2013-06-03,1,0.7,f
5747929,Mireille,2013-04-03,0.9,1,f
31478238,Kiki,2015-04-18,0.67,0.91,f
10383038,Marlene,2013-12-02,0.75,0,f
4072859,Jak And Babs!,2012-11-06,0.91,0.8,f
1477248,Diederik,2011-12-06,0.92,0.76,f
8898932,Fulco,2013-09-17,0.75,0.95,f
827351,Simon & Jolanda,2011-07-16,1,0.86,t
6999042,Douwe&Niki,2013-06-19,1,1,f
21114488,Jehan,2014-09-09,1,1,f
669178,Sammy,2011-06-06,0.99,1,f
3078096,Assaf,2012-07-27,1,1,f
21004084,Felix,2014-09-06,0.64,0.94,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
17139391,Matthieu,2014-06-23,1,1,f
3342721,Andrea,2012-08-22,0.57,1,f
8262352,Joske,2013-08-19,1,1,f
41916447,Lea,2015-08-19,1,,f
24751216,Thijs,2014-12-12,0.8,1,f
23766247,John,2014-11-15,1,1,f
259495,Marcel,2010-10-12,1,0.25,t
3099178,Daniel,2012-07-30,0.83,0.73,f
1967779,Jolien,2012-03-19,0.25,,f
219080,Franklin,2010-08-31,0.8,1,f
5902110,Maximiliaan,2013-04-13,1,0.88,f
25457695,Lotte,2015-01-01,1,0.75,f
24966037,Seema,2014-12-18,1,0.79,f
1339574,Andy,2011-10-26,1,0.75,f
16316242,David,2014-06-03,0.8,0.3,f
42667593,Nuri Tolga,2015-08-27,,,f
11224822,Edwin,2014-01-12,0.8,0.25,f
1491565,David,2011-12-10,1,1,f
10050589,Veronica,2013-11-16,0.73,1,f
41142102,Ani,2015-08-11,1,0.71,f
6212648,Monique,2013-05-03,1,1,f
23349786,Lucy,2014-11-04,0.71,0.83,f
6078125,Annette & Henk,2013-04-24,0.8,0.67,f
40008849,Jtp,2015-07-30,0.92,0.75,f
15416476,Roel,2014-05-12,,,f
13318950,Floris,2014-03-19,1,0.71,f
29265317,Secal,2015-03-13,,,f
6999042,Douwe&Niki,2013-06-19,1,1,f
1829492,Fred,2012-02-29,0.91,0.91,f
1477075,Joshua,2011-12-06,0.8,1,f
1477248,Diederik,2011-12-06,0.92,0.76,f
6331811,Rosanne,2013-05-11,0.75,0.67,f
1230422,Elisa,2011-09-30,1,0.93,f
2185533,Bernadette,2012-04-20,1,,f
39065403,Laura,2015-07-20,1,1,f
9817790,Magali & Tom,2013-11-04,1,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
2297302,Milen & Joes,2012-05-05,0.5,1,f
13248554,Lauren,2014-03-18,0.89,0.86,f
36105130,Lia,2015-06-18,0.67,0.75,f
4356084,Cornelis,2012-12-08,1,1,f
8982547,Martine,2013-09-22,0.88,1,f
6937494,Paul,2013-06-16,0.8,0.78,f
3606809,Hein,2012-09-18,1,0.25,f
36552561,Dan,2015-06-23,0.93,0.95,f
2685438,Nosh,2012-06-19,0.86,0.92,f
2321097,Jim,2012-05-08,0.93,0.95,f
34565197,Stphane,2015-05-30,1,0.67,f
929022,Anthony,2011-08-05,1,,f
4402188,Angelique,2012-12-14,0.94,1,f
1759884,Ivan,2012-02-16,0.76,0.92,f
10988515,Arthur,2014-01-03,1,0.63,f
17035690,Annika,2014-06-20,1,1,f
2427242,Susan & John,2012-05-21,0.73,0.75,f
24785635,Hans,2014-12-13,0.5,1,f
18225124,Fabiano,2014-07-16,0.98,0.88,f
32771209,Jan,2015-05-06,0.9,1,f
1826139,Jan & Esther,2012-02-28,1,0.97,f
18225124,Fabiano,2014-07-16,0.98,0.88,f
5093056,Ot,2013-02-15,1,0.75,f
33804542,Nathalie,2015-05-20,1,1,f
2329383,Carla,2012-05-09,0.9,1,f
303781,Ruth,2010-11-29,0.99,0.37,f
8081197,Sergio,2013-08-11,0.97,1,f
34498455,Michelle,2015-05-29,0.83,0.83,f
15891676,Klaas,2014-05-23,1,0.75,f
82145,Wim,2010-02-17,1,0.71,f
11319500,Friedrich,2014-01-15,1,1,f
39696474,Edwin,2015-07-27,1,,f
32957967,Jan Arie De Graaf,2015-05-09,1,1,f
97647,Flip,2010-03-23,1,1,t
33103042,Coot,2015-05-11,1,1,f
6408907,Barbara And Rodrigo,2013-05-15,0.7,1,f
4139821,David,2012-11-13,0.84,0.9,f
8982090,Rutger,2013-09-22,0.91,0.24,f
1242960,Arnold,2011-10-03,0.78,0.88,f
7725750,Kim,2013-07-25,1,1,f
3674666,Jolanda,2012-09-25,1,1,f
1501819,Tanneke,2011-12-13,1,1,f
23964118,Ederson,2014-11-20,1,1,f
9333636,Annelijn,2013-10-09,0.8,0.67,f
2370841,Tijntje,2012-05-14,0.9,1,f
822613,Sven,2011-07-15,0.8,1,f
35989700,Marie Nanette,2015-06-16,0.92,0.92,f
13900565,Luca,2014-04-04,0.9,1,f
11646042,Rianne,2014-01-26,1,0.87,t
329249,Emmett,2010-12-28,1,1,f
1316362,Simon,2011-10-20,0.9,0.92,f
39103853,Florian,2015-07-21,0.67,1,f
19274334,Timo,2014-08-01,0.7,0.88,f
12977654,Nicky,2014-03-10,0.7,1,f
10614705,Tom,2013-12-14,,,f
1646176,Froukje,2012-01-24,1,1,t
3320736,Katja,2012-08-20,0.81,1,f
2865695,Niels,2012-07-08,1,1,f
21631271,Iosif,2014-09-22,1,0.98,f
43249295,Yvette,2015-09-03,,,f
13734119,Peter,2014-03-31,1,0.94,f
8129778,Joop,2013-08-13,1,1,t
9070879,Duco,2013-09-26,1,1,f
1864193,Suus@Wally,2012-03-05,1,,f
7857958,Saskia,2015-03-07,0.64,0.97,f
669178,Sammy,2011-06-06,0.99,1,f
517215,Beheer Mijn Huis,2011-04-18,1,0.95,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
40513826,Nathan,2015-08-04,0.88,0.78,f
42751935,Sebastian,2015-08-28,,,f
43168312,Anna,2015-09-02,,,f
5713140,Manon,2013-04-01,0.94,1,f
10154371,Eline,2013-11-20,,,f
26295351,ShortStayGuru,2015-01-18,1,0.92,t
4528412,Dennis,2012-12-30,0.6,1,f
4815146,Ruth,2013-01-23,1,1,f
833145,Stephan,2011-07-18,1,1,f
29403408,Denise,2015-03-15,1,1,f
42880897,Hein En Natasja,2015-08-30,,,f
13213532,Castrum Peregrini,2014-03-17,1,0.97,t
187728,Tanya,2010-08-01,0.9,0.94,f
14403717,Ronaldo,2014-04-17,0.84,1,f
16742032,Marianne,2014-06-13,1,0.86,f
10030387,Anne,2013-11-15,1,1,f
10774721,Rudolf,2013-12-23,1,0.8,f
2102511,Josef,2012-04-09,0.5,1,f
3713242,Barbara,2012-09-30,1,0.95,f
4909750,Raymond,2013-01-30,0.76,1,f
2028878,City Centre,2012-03-29,0.94,0.85,f
2532413,Noud,2012-06-03,1,1,f
3918769,Dorine,2012-10-19,1,0.83,f
18632184,Marjon,2014-07-22,0.9,1,f
264660,Rene,2010-10-18,1,1,f
16826662,Folkert,2014-06-15,1,0.91,f
344312,Kjetil,2011-01-12,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
41090440,Elizabeth,2015-08-10,1,0.89,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
41074754,Jolanda,2015-08-10,1,1,f
5796250,Remco,2013-04-06,0.89,0.78,f
2075754,Roxanne,2012-04-05,0.64,0.57,f
16029447,Chris,2014-05-27,1,1,f
1319976,Margie,2011-10-21,1,0.73,f
3327797,Myra,2012-08-21,1,0.18,f
15536692,Georgine,2014-05-14,1,1,f
4790402,Martin,2013-01-21,0.69,0.67,f
3260802,Susan,2012-08-14,0.94,0.51,t
3260802,Susan,2012-08-14,0.94,0.51,t
187580,Monique,2010-08-01,1,1,t
19588944,Femke,2014-08-06,1,1,f
6811985,Martijn,2013-06-09,1,0.88,f
4359253,Dartanjan,2012-12-08,1,1,f
12143208,Jan Carel,2014-02-11,1,1,f
24404982,Erik,2014-12-02,0.95,0.94,f
6999042,Douwe&Niki,2013-06-19,1,1,f
436145,Riks,2011-03-11,1,1,f
488070,Marike & Herman,2011-04-06,1,0,f
4021894,Jean-Yves,2012-10-31,1,1,f
1604156,Milan,2012-01-13,0.9,1,f
11814181,Hylke,2014-01-31,0.73,1,f
11324330,Leticia,2014-01-15,0.85,0.88,f
6999042,Douwe&Niki,2013-06-19,1,1,f
24333496,Tatjana & Tim,2014-11-30,0.5,1,f
8283739,Judith,2013-08-20,0.8,1,f
12819807,Renee,2014-03-05,0.7,1,f
1464510,Michiel,2011-12-02,0.96,0.99,f
8558897,Alexander,2013-09-01,1,1,f
2138840,Chispa,2012-04-14,0.75,0.56,f
303781,Ruth,2010-11-29,0.99,0.37,f
845387,Audrey,2011-07-20,0.84,0.84,f
15122071,Wouter,2014-05-05,0.7,1,f
3974868,Judith,2012-10-25,1,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
26171074,Susanne,2015-01-15,0.83,1,f
12639101,Annemarie & Sander,2014-02-27,1,0.5,f
178515,Fatih,2010-07-23,1,1,f
27330345,Rutger,2015-02-06,0.9,1,f
36321372,Chrissie,2015-06-21,1,1,f
2342043,Richard,2012-05-10,0.9,0.75,f
15799675,The Jeltes Family,2014-05-21,0.6,1,f
19562807,Tahier,2014-08-06,0.9,0.9,f
21529456,Arjan,2014-09-19,1,0.86,f
23535415,Fe,2014-11-09,1,1,f
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
29561738,Thom,2015-03-18,1,0.95,f
9594677,Antine,2013-10-23,0.7,0.86,f
2289362,Michel,2012-05-04,1,0.78,f
10716997,Truusje,2013-12-19,0.86,0.25,f
26295351,ShortStayGuru,2015-01-18,1,0.92,t
4672537,Mark-Jan,2013-01-12,0.8,1,f
25810960,Menno,2015-01-08,0.86,1,f
26295351,ShortStayGuru,2015-01-18,1,0.92,t
6810421,Widad,2013-06-09,0.7,0.31,f
5271,Tyler,2008-12-17,0.89,0.55,f
26295351,ShortStayGuru,2015-01-18,1,0.92,t
4979621,Jorrit&Dirk,2013-02-05,1,0.99,f
2395124,Emma,2012-05-17,1,1,f
15209448,Ronald,2014-05-07,1,1,t
30569288,Peter & Saskia,2015-04-04,0.6,1,f
3015785,Gordon And Amy,2012-07-22,1,0.72,f
6999042,Douwe&Niki,2013-06-19,1,1,f
17355701,Govert,2014-06-28,1,,f
329249,Emmett,2010-12-28,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
7050703,Nienke & Tim,2013-06-22,1,1,t
29679952,Konstantijn,2015-03-20,1,0.95,f
18831648,Martijn,2014-07-24,1,0.82,f
827351,Simon & Jolanda,2011-07-16,1,0.86,t
15991513,Michel,2014-05-26,1,1,f
19779602,Esther,2014-08-10,0.6,0.83,f
10156487,Ralf,2013-11-20,0.7,0.75,f
7022430,Ralf,2013-06-20,,,f
11963721,Eva,2014-02-05,1,1,f
22283407,Rachel,2014-10-08,0.94,0.71,f
20921327,Hermann,2014-09-04,1,0.17,f
542540,Bart,2011-04-28,0.96,0.96,f
2887458,Larissa,2012-07-10,,,f
14234286,Machteld,2014-04-13,1,1,t
16800846,Berend,2014-06-15,0.6,1,f
29974101,Klaske,2015-03-25,1,1,f
5106560,Lieselotte & Titus,2013-02-16,0.8,0.78,f
6999042,Douwe&Niki,2013-06-19,1,1,f
35268319,Pieter,2015-06-08,1,1,f
38146978,Chiel,2015-07-11,1,1,f
1347933,Simon,2011-10-29,0.75,1,f
13784852,Elles,2015-05-22,,,f
288514,Hev,2010-11-16,0.97,1,f
6220851,Ben,2013-05-04,1,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
28908070,Eva,2015-03-07,,,f
6478832,Esther,2013-05-20,0.9,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
8236711,Jan En Maayke,2013-08-18,1,1,t
8558897,Alexander,2013-09-01,1,1,f
7418363,Bob,2013-07-11,0.89,0.78,f
12378207,Tom,2014-02-19,0.93,0.84,f
11319500,Friedrich,2014-01-15,1,1,f
8003829,Christian,2013-08-07,0.8,0.92,f
8665179,Anne Marion,2013-09-06,1,1,t
16622153,Leon,2014-06-10,1,1,t
8249294,Anita,2013-08-19,1,1,t
25745744,Jolanda,2015-01-07,0.99,0.94,f
5906319,Miss M.,2013-04-13,0.91,0.97,f
37050733,Esther,2015-06-29,1,,f
31135321,Kees,2015-04-13,1,0.87,f
24414973,Gabriel,2014-12-02,1,0.99,t
4520718,Jorien,2012-12-29,1,1,f
827351,Simon & Jolanda,2011-07-16,1,0.86,t
3744858,A.U.,2012-10-03,1,0.75,f
1474956,Maurice,2011-12-05,0.9,0.73,f
6999042,Douwe&Niki,2013-06-19,1,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
31478238,Kiki,2015-04-18,0.67,0.91,f
34093833,Kate,2015-05-24,0.88,1,f
2473696,Bart,2012-05-27,0.71,1,f
11087635,Eveline,2014-01-07,1,1,t
34994666,Nicky,2015-06-04,0.9,1,f
4049962,Jan,2012-11-03,,,f
329249,Emmett,2010-12-28,1,1,f
29739103,Reinier,2015-03-21,1,1,f
22229264,Zo,2014-10-07,1,1,f
1230422,Elisa,2011-09-30,1,0.93,f
2024114,Rick,2012-03-28,1,1,t
21178470,Elly,2014-09-10,0.91,0.66,f
13575908,Doreen,2014-03-26,,,f
10030152,Constant,2013-11-15,1,0.79,f
5714947,Jasper,2013-04-01,1,0.67,f
2329383,Carla,2012-05-09,0.9,1,f
12781499,Benine,2014-03-04,,,f
5194098,Nicky,2013-02-23,1,0,f
880087,Henk,2011-07-27,1,1,f
4677353,Fedde,2013-01-12,1,1,f
13967527,Joyce Joanne,2014-04-06,0.78,1,f
26295351,ShortStayGuru,2015-01-18,1,0.92,t
20315733,Gerard,2014-08-20,1,1,f
26478617,Thijs,2015-01-21,1,1,f
21953055,Sandrine,2014-09-30,0.9,1,f
2028878,City Centre,2012-03-29,0.94,0.85,f
10453850,Louis,2013-12-05,1,1,f
4961091,Lisa-Marie,2013-02-04,1,0.6,f
20306026,Hugo,2014-08-20,0.91,0.69,f
11751874,Jeffrey,2014-01-29,0.97,0.98,f
669178,Sammy,2011-06-06,0.99,1,f
6999042,Douwe&Niki,2013-06-19,1,1,f
38220051,Hugo,2015-07-12,0.92,1,f
288514,Hev,2010-11-16,0.97,1,f
19633449,Nancy,2014-08-07,0.46,0.8,f
3533419,Pierre,2012-09-11,0.33,1,f
1266717,Nanne & Nick (Key-BnB),2011-10-09,0.92,0.94,f
1869958,Stefan,2012-03-06,1,0.93,f
24442144,Justin,2014-12-03,1,1,f
6118862,Carlos,2013-04-27,1,1,f
5159490,Arnout,2013-02-20,0.8,0.78,f
34089838,Nina,2015-05-24,1,0.6,f
10451294,Holger,2013-12-05,0.75,0.79,f
41246111,Calvin,2015-08-12,1,1,f
31317954,Brock,2015-04-16,0.89,1,f
1826139,Jan & Esther,2012-02-28,1,0.97,f
22952424,Floor,2014-10-25,,,f
9957140,Max,2013-11-12,0.99,0.61,t
6855994,Vincent,2013-06-11,1,0.91,f
14392279,Ivan,2014-04-17,0.64,0.9,f
3281295,Yke,2012-08-16,1,1,t
25735043,Esther,2015-01-07,0.8,1,f
1477248,Diederik,2011-12-06,0.92,0.76,f
1464510,Michiel,2011-12-02,0.96,0.99,f
569827,Jc,2011-05-09,0.55,0.73,f
30353446,Jill,2015-03-31,0.8,0.75,f
26295351,ShortStayGuru,2015-01-18,1,0.92,t
13883468,Karel,2014-04-04,0.67,1,f
1457642,Werner,2011-11-30,0.82,0.97,f
852444,Eva,2011-07-22,1,1,f
3001178,Johan,2012-07-20,0.9,0.43,f
6870707,Peter,2013-06-12,1,1,f
3547573,Joke,2012-09-12,1,1,f
13734322,Ernst,2014-03-31,0.9,1,f
2534561,Elvira,2012-06-03,1,0.94,f
13601914,Johannes,2014-03-27,1,1,f
3516827,Umut,2012-09-09,0.92,0.77,f
3536910,Maarten En Sophia,2012-09-11,1,0.89,f
15070944,Lindsey,2014-05-04,1,,f
36709221,Michiel,2015-06-25,1,1,f
38829241,Marc,2015-07-18,,1,f
13989232,Eva,2014-04-07,0.82,1,f
517215,Beheer Mijn Huis,2011-04-18,1,0.95,f
4000086,Ingo & Marlies,2012-10-28,1,1,t
6114520,Ilona & Dick,2013-04-27,1,1,f
4998616,Rose,2013-02-07,1,1,f
10875015,Marcel,2013-12-28,0.9,0.77,f
2028878,City Centre,2012-03-29,0.94,0.85,f
3439711,Karen,2012-09-01,1,,f
2395124,Emma,2012-05-17,1,1,f
